gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
0.0,0.28125,0.3305785123966942,0.0,1.0,0.4786202964652223,0.45999999999999996,0.4785378940308518,0.4586466165413533,0.3157894736842105,0.5,0.4444444444444444,1
1.0,0.5,0.5619834710743802,0.0,0.0,0.6901368301026225,0.735,0.6901408450704225,0.06015037593984962,0.10526315789473684,0.6666666666666666,0.3333333333333333,0
1.0,0.15625,0.487603305785124,1.0,1.0,0.4561003420752565,0.435,0.45606975184439974,0.4887218045112781,0.2631578947368421,0.5,0.5555555555555556,1
1.0,0.296875,0.5661157024793388,0.0,1.0,0.524230330672748,0.75,0.5241448692152918,0.6240601503759399,0.15789473684210525,0.8333333333333333,0.1111111111111111,0
0.0,0.40625,0.5082644628099174,0.0,0.0,0.37571265678449256,0.5650000000000001,0.3757545271629779,0.443609022556391,0.10526315789473684,0.6666666666666666,0.1111111111111111,0
1.0,0.421875,0.6611570247933884,0.0,0.0,0.9489737742303307,0.27,0.9488598256203892,0.6466165413533834,0.47368421052631576,0.3333333333333333,0.4444444444444444,1
1.0,0.234375,0.36363636363636365,0.0,0.0,0.2346066134549601,0.36000000000000004,0.23457411133467473,0.21052631578947367,0.21052631578947367,0.3333333333333333,0.1111111111111111,0
0.0,0.25,0.4297520661157025,1.0,1.0,0.4449828962371722,0.735,0.44500335345405767,0.3984962406015037,0.15789473684210525,0.6666666666666666,0.0,1
0.0,0.21875,0.23966942148760334,0.0,0.0,0.5202394526795895,0.5650000000000001,0.5202883970489605,0.43609022556390975,0.42105263157894735,0.6666666666666666,0.4444444444444444,0
0.0,0.21875,0.3305785123966942,0.0,0.0,0.4144811858608894,0.26,0.41448692152917505,0.5037593984962406,0.21052631578947367,0.3333333333333333,0.1111111111111111,0
1.0,0.265625,0.27272727272727276,0.0,0.0,0.4347206385404789,0.24500000000000002,0.4347753185781355,0.46616541353383456,0.15789473684210525,0.3333333333333333,0.2222222222222222,0
1.0,0.53125,0.5289256198347108,0.0,0.0,0.6157354618015963,0.24500000000000002,0.6156941649899397,0.5037593984962406,0.5263157894736842,0.3333333333333333,0.2222222222222222,0
1.0,0.1875,0.2520661157024794,0.0,0.0,0.41932725199543897,0.61,0.41934942991281027,0.5488721804511277,0.15789473684210525,0.6666666666666666,0.0,0
1.0,0.578125,0.38842975206611574,0.0,1.0,0.7434435575826681,0.505,0.7434607645875253,0.4135338345864662,0.2631578947368421,0.5,0.1111111111111111,0
0.0,0.40625,0.30991735537190085,0.0,0.0,0.6396807297605474,0.335,0.6396713615023475,0.24060150375939848,0.10526315789473684,0.3333333333333333,0.2222222222222222,0
0.0,0.203125,0.1487603305785124,0.0,0.0,0.5447548460661344,0.645,0.5447686116700202,0.5639097744360902,0.05263157894736842,0.6666666666666666,0.0,0
0.0,0.359375,0.32644628099173556,0.0,0.0,0.9187571265678449,0.335,0.9186787391012744,0.6090225563909774,0.42105263157894735,0.3333333333333333,0.0,1
0.0,0.390625,0.7809917355371901,0.0,0.0,0.48289623717217783,0.44500000000000006,0.48289738430583506,0.3834586466165414,0.2631578947368421,0.5,0.1111111111111111,0
0.0,0.421875,0.6900826446280992,0.0,1.0,0.2776510832383124,0.5700000000000001,0.2776659959758551,0.6165413533834586,0.10526315789473684,0.6666666666666666,0.2222222222222222,0
0.0,0.328125,0.6818181818181819,1.0,1.0,0.3654503990877993,0.44000000000000006,0.3653588195841717,0.6616541353383458,0.3684210526315789,0.5,0.2222222222222222,0
0.0,0.3125,0.16942148760330578,0.0,0.0,0.6875712656784493,0.53,0.687458081824279,0.36842105263157887,0.21052631578947367,0.5,0.0,0
1.0,0.390625,0.3925619834710744,0.0,0.0,0.74230330672748,0.5750000000000001,0.7422870556673374,0.33834586466165406,0.21052631578947367,0.6666666666666666,0.5555555555555556,0
0.0,0.125,0.30991735537190085,1.0,0.0,0.7790763968072976,0.6000000000000001,0.7790073775989269,0.3157894736842105,0.3684210526315789,0.6666666666666666,0.1111111111111111,1
1.0,0.171875,0.3842975206611571,0.0,0.0,0.5433295324971493,0.375,0.5432595573440644,0.4135338345864662,0.2631578947368421,0.5,0.1111111111111111,0
1.0,0.421875,0.30991735537190085,0.0,1.0,0.540763968072976,0.5,0.5407444668008049,0.49624060150375937,0.2631578947368421,0.5,0.1111111111111111,0
0.0,0.125,0.3140495867768595,0.0,0.0,0.46465222348916757,0.335,0.46462105969148226,0.18045112781954886,0.15789473684210525,0.3333333333333333,0.2222222222222222,0
1.0,0.28125,0.2190082644628099,0.0,1.0,0.31927023945267957,0.5650000000000001,0.3192488262910798,0.30827067669172925,0.21052631578947367,0.6666666666666666,0.2222222222222222,0
1.0,0.203125,0.1652892561983471,0.0,0.0,0.4541049030786773,0.555,0.4540576794097921,0.2556390977443609,0.2631578947368421,0.5,0.1111111111111111,0
1.0,0.1875,0.21487603305785125,0.0,1.0,0.4153363740022805,0.655,0.41532528504359495,0.40601503759398494,0.2631578947368421,0.6666666666666666,0.3333333333333333,0
1.0,0.25,0.5371900826446281,0.0,0.0,0.4372862029646522,0.52,0.43729040912139505,0.30827067669172925,0.15789473684210525,0.5,0.0,0
1.0,0.53125,0.40082644628099173,0.0,1.0,0.34492588369441274,0.6000000000000001,0.3449027498323273,0.5112781954887218,0.05263157894736842,0.6666666666666666,0.1111111111111111,0
0.0,0.359375,0.3677685950413223,0.0,1.0,0.5239452679589509,0.385,0.5239771965124078,0.6165413533834586,0.15789473684210525,0.5,0.1111111111111111,0
1.0,0.140625,0.5991735537190083,1.0,0.0,0.4563854047890536,0.45999999999999996,0.4564050972501677,0.42105263157894735,0.15789473684210525,0.5,0.2222222222222222,0
1.0,0.28125,0.20661157024793392,1.0,0.0,0.4378563283922463,0.7050000000000001,0.437793427230047,0.37593984962406013,0.21052631578947367,0.6666666666666666,0.0,1
0.0,0.59375,0.4090909090909091,0.0,1.0,0.5048460661345495,0.37000000000000005,0.5048625083836352,0.22556390977443608,0.10526315789473684,0.3333333333333333,0.0,0
1.0,0.34375,0.5165289256198348,0.0,0.0,0.34891676168757124,0.5750000000000001,0.3489268947015426,0.48120300751879697,0.15789473684210525,0.6666666666666666,0.1111111111111111,0
1.0,0.484375,0.39669421487603307,0.0,1.0,0.3452109464082098,0.41500000000000004,0.34523809523809523,0.43609022556390975,0.2631578947368421,0.5,0.3333333333333333,0
0.0,0.234375,0.30165289256198347,0.0,1.0,0.5521664766248575,0.73,0.5521462105969148,0.37593984962406013,0.15789473684210525,0.6666666666666666,0.2222222222222222,0
0.0,0.453125,0.35123966942148765,0.0,1.0,0.35062713797035344,0.665,0.35060362173038234,0.4586466165413533,0.21052631578947367,0.6666666666666666,0.1111111111111111,0
1.0,0.125,0.38842975206611574,0.0,1.0,0.11659064994298746,0.5950000000000001,0.1165325285043595,0.36842105263157887,0.3684210526315789,0.6666666666666666,0.0,0
0.0,0.390625,0.3057851239669422,1.0,0.0,0.4751995438996579,0.505,0.4751844399731724,0.5939849624060151,0.15789473684210525,0.5,0.3333333333333333,0
0.0,0.25,0.10743801652892562,0.0,0.0,0.2072405929304447,0.49500000000000005,0.20724346076458752,0.21804511278195482,0.15789473684210525,0.5,0.1111111111111111,0
1.0,0.375,0.2644628099173554,0.0,0.0,0.5356328392246295,0.375,0.5355466130114018,0.3308270676691729,0.3157894736842105,0.5,0.1111111111111111,0
1.0,0.765625,0.6694214876033058,0.0,0.0,0.7061003420752565,0.48,0.7060697518443998,0.3007518796992481,0.3684210526315789,0.5,0.0,1
0.0,0.296875,0.17768595041322316,0.0,0.0,0.40820980615735464,0.38,0.4081153588195842,0.26315789473684215,0.21052631578947367,0.5,0.1111111111111111,0
0.0,0.4375,0.6818181818181819,0.0,0.0,0.7819270239452679,0.545,0.7818578135479545,0.5789473684210525,0.2631578947368421,0.5,0.0,0
1.0,0.203125,0.3760330578512397,0.0,0.0,0.3985176738882554,0.47000000000000003,0.39855801475519786,0.6992481203007518,0.3684210526315789,0.5,0.2222222222222222,0
0.0,0.484375,0.34297520661157027,0.0,0.0,0.4831812998859749,0.53,0.48323272971160297,0.21052631578947367,0.3684210526315789,0.5,0.0,0
1.0,0.21875,0.18181818181818182,0.0,0.0,0.45553021664766247,0.53,0.45556673373574785,0.3834586466165414,0.15789473684210525,0.5,0.2222222222222222,0
0.0,0.390625,0.5743801652892563,0.0,0.0,0.3571835803876853,0.42000000000000004,0.3571428571428572,0.39097744360902253,0.21052631578947367,0.5,0.1111111111111111,0
1.0,0.234375,0.5,0.0,0.0,0.30758266818700114,0.47500000000000003,0.3075117370892019,0.5789473684210525,0.15789473684210525,0.5,0.2222222222222222,0
0.0,0.328125,0.2024793388429752,0.0,1.0,0.862884834663626,0.68,0.8628437290409122,0.4586466165413533,0.7368421052631579,0.6666666666666666,0.3333333333333333,0
0.0,0.140625,0.5413223140495868,0.0,0.0,0.5510262257696693,0.58,0.5509725016767271,0.5789473684210525,0.21052631578947367,0.6666666666666666,0.5555555555555556,1
0.0,0.4375,0.487603305785124,0.0,1.0,0.6188711516533637,0.4,0.6188799463447351,0.3834586466165414,0.2631578947368421,0.5,0.2222222222222222,0
0.0,0.28125,0.5495867768595042,0.0,0.0,0.6909920182440137,0.5900000000000001,0.6909792085848424,0.5488721804511277,0.3157894736842105,0.6666666666666666,0.1111111111111111,0
0.0,0.53125,0.36363636363636365,0.0,0.0,0.40222348916761685,0.54,0.4022468142186452,0.23308270676691734,0.10526315789473684,0.5,0.2222222222222222,0
1.0,0.359375,0.4462809917355372,0.0,0.0,0.7545610034207526,0.47500000000000003,0.7545271629778673,0.3308270676691729,0.47368421052631576,0.5,0.1111111111111111,1
1.0,0.71875,0.08264462809917356,0.0,1.0,0.3782782212086659,0.645,0.3782696177062374,0.2706766917293233,0.3684210526315789,0.6666666666666666,0.3333333333333333,0
0.0,0.265625,0.6859504132231405,0.0,0.0,0.4743443557582668,0.49500000000000005,0.47434607645875254,0.3984962406015037,0.2631578947368421,0.5,0.1111111111111111,0
0.0,0.53125,0.3057851239669422,0.0,1.0,0.3349486887115165,0.21000000000000002,0.33501006036217307,0.5413533834586466,0.3684210526315789,0.3333333333333333,0.3333333333333333,0
1.0,0.390625,0.35123966942148765,0.0,0.0,0.3537628278221209,0.335,0.35378940308517776,0.5789473684210525,0.42105263157894735,0.3333333333333333,0.3333333333333333,0
0.0,0.359375,0.14049586776859507,0.0,1.0,0.6889965792474344,0.47000000000000003,0.6889671361502349,0.19548872180451127,0.21052631578947367,0.5,0.1111111111111111,0
1.0,0.203125,0.7272727272727273,0.0,0.0,0.6636259977194983,0.625,0.6636485580147552,0.26315789473684215,0.3684210526315789,0.6666666666666666,0.2222222222222222,0
1.0,0.296875,0.5,0.0,0.0,0.6627708095781072,0.5950000000000001,0.6628101945003354,0.36842105263157887,0.10526315789473684,0.6666666666666666,0.0,0
1.0,0.203125,0.48347107438016534,0.0,0.0,0.4002280501710376,0.395,0.4002347417840376,0.8496240601503758,0.05263157894736842,0.5,0.0,0
1.0,0.25,0.3553719008264463,1.0,1.0,0.6316989737742302,0.5750000000000001,0.6316230717639169,0.6165413533834586,0.15789473684210525,0.6666666666666666,0.1111111111111111,0
1.0,0.40625,0.38842975206611574,0.0,1.0,0.3691562143671608,0.5950000000000001,0.36921529175050305,0.5488721804511277,0.15789473684210525,0.6666666666666666,0.1111111111111111,0
1.0,0.265625,0.42148760330578516,1.0,0.0,0.1790193842645382,0.47000000000000003,0.1790744466800805,0.2706766917293233,0.21052631578947367,0.5,0.3333333333333333,0
1.0,0.4375,0.5537190082644629,0.0,0.0,0.7035347776510832,0.63,0.7035546613011402,0.5037593984962406,0.2631578947368421,0.6666666666666666,0.1111111111111111,0
0.0,0.25,0.5909090909090909,0.0,0.0,0.573261117445838,0.66,0.5732729711602951,0.5789473684210525,0.10526315789473684,0.6666666666666666,0.1111111111111111,0
0.0,0.21875,0.6074380165289256,0.0,1.0,0.7209236031927024,0.6150000000000001,0.7208249496981892,0.4285714285714285,0.05263157894736842,0.6666666666666666,0.1111111111111111,0
1.0,0.15625,0.2851239669421488,0.0,0.0,0.3600342075256556,0.48,0.35999329309188466,0.40601503759398494,0.10526315789473684,0.5,0.0,0
1.0,0.46875,0.6115702479338844,0.0,0.0,0.4749144811858609,0.41,0.4748490945674045,0.669172932330827,0.3157894736842105,0.5,0.7777777777777777,0
0.0,0.234375,0.2190082644628099,1.0,0.0,0.5430444697833523,0.485,0.5430918846411804,0.5187969924812029,0.10526315789473684,0.5,0.2222222222222222,1
1.0,0.4375,0.3388429752066116,0.0,0.0,0.5766818700114025,0.34,0.5766264252179746,0.3007518796992481,0.21052631578947367,0.3333333333333333,0.0,0
1.0,0.390625,0.11983471074380166,0.0,0.0,0.6482326111744584,0.625,0.6482226693494298,0.6917293233082705,0.15789473684210525,0.6666666666666666,0.0,0
1.0,0.28125,0.2272727272727273,0.0,0.0,0.46265678449258835,0.7400000000000001,0.4626089872568746,0.5488721804511277,0.05263157894736842,0.6666666666666666,0.4444444444444444,1
1.0,0.09375,0.38016528925619836,0.0,0.0,0.5436145952109465,0.405,0.5435949027498324,0.5939849624060151,0.15789473684210525,0.5,0.3333333333333333,0
1.0,0.46875,0.29338842975206614,0.0,0.0,0.500285062713797,0.5900000000000001,0.500335345405768,0.40601503759398494,0.15789473684210525,0.6666666666666666,0.1111111111111111,0
1.0,0.25,0.37190082644628103,0.0,1.0,0.7782212086659065,0.48,0.778169014084507,0.5413533834586466,0.10526315789473684,0.5,0.1111111111111111,0
1.0,0.296875,0.4504132231404959,1.0,0.0,0.8360889395667046,0.7250000000000001,0.836016096579477,0.36842105263157887,0.21052631578947367,0.6666666666666666,0.0,1
1.0,0.46875,0.5619834710743802,0.0,0.0,0.31499429874572404,0.525,0.31505700871898057,0.16541353383458646,0.15789473684210525,0.5,0.3333333333333333,0
0.0,0.25,0.6115702479338844,0.0,0.0,0.6912770809578107,0.5,0.6913145539906104,0.2857142857142857,0.15789473684210525,0.5,0.3333333333333333,1
0.0,0.3125,0.22314049586776863,0.0,1.0,0.37200684150513114,0.55,0.37206572769953056,0.5413533834586466,0.2631578947368421,0.5,0.4444444444444444,1
0.0,0.34375,0.29338842975206614,1.0,1.0,0.3985176738882554,0.275,0.39855801475519786,0.3458646616541353,0.3157894736842105,0.3333333333333333,0.0,0
0.0,0.296875,0.5247933884297521,0.0,0.0,0.6157354618015963,0.635,0.6156941649899397,0.24060150375939848,0.21052631578947367,0.6666666666666666,0.1111111111111111,0
1.0,0.3125,0.5413223140495868,0.0,0.0,0.23118586088939566,0.515,0.2312206572769953,0.5488721804511277,0.10526315789473684,0.5,0.0,0
0.0,0.21875,0.5991735537190083,0.0,0.0,0.4255986316989737,0.395,0.4255533199195171,0.43609022556390975,0.21052631578947367,0.5,0.7777777777777777,1
0.0,0.328125,0.5495867768595042,0.0,1.0,0.6180159635119726,0.43,0.6180415828303153,0.30827067669172925,0.10526315789473684,0.5,0.0,0
0.0,0.34375,0.40495867768595045,0.0,0.0,0.17930444697833522,0.42500000000000004,0.17924211938296444,0.5939849624060151,0.2631578947368421,0.5,0.1111111111111111,0
1.0,0.328125,0.4380165289256199,0.0,0.0,0.5544469783352337,0.635,0.5544936284372904,0.48120300751879697,0.05263157894736842,0.6666666666666666,0.2222222222222222,0
0.0,0.296875,0.15289256198347106,0.0,1.0,0.5621436716077537,0.195,0.5620389000670691,0.46616541353383456,0.10526315789473684,0.3333333333333333,0.0,0
1.0,0.15625,0.2603305785123967,0.0,0.0,0.4789053591790194,0.505,0.47887323943661975,0.42105263157894735,0.15789473684210525,0.5,0.2222222222222222,0
1.0,0.40625,0.706611570247934,0.0,1.0,0.7836374002280502,0.44000000000000006,0.7835345405767941,0.6090225563909774,0.10526315789473684,0.5,0.1111111111111111,0
0.0,0.28125,0.32644628099173556,1.0,0.0,0.5390535917901937,0.6950000000000001,0.5390677397719651,0.556390977443609,0.15789473684210525,0.6666666666666666,0.2222222222222222,1
0.0,0.34375,0.35123966942148765,0.0,1.0,0.6428164196123147,0.49000000000000005,0.6428571428571429,0.29323308270676696,0.10526315789473684,0.5,0.0,0
1.0,0.4375,0.3347107438016529,0.0,0.0,0.5393386545039909,0.53,0.5392354124748491,0.30827067669172925,0.2631578947368421,0.5,0.3333333333333333,1
1.0,0.328125,0.5619834710743802,1.0,0.0,0.38511972633979474,0.6150000000000001,0.38514419852448023,0.29323308270676696,0.10526315789473684,0.6666666666666666,0.2222222222222222,1
1.0,0.203125,0.3760330578512397,0.0,0.0,0.7109464082098061,0.455,0.7109322602280349,0.556390977443609,0.15789473684210525,0.5,0.0,0
0.0,0.28125,0.6611570247933884,1.0,0.0,0.540478905359179,0.065,0.5404091213950368,0.7142857142857143,0.3157894736842105,0.16666666666666666,0.1111111111111111,0
0.0,0.5,0.15702479338842978,0.0,1.0,0.4039338654503991,0.6000000000000001,0.4039235412474849,0.669172932330827,0.2631578947368421,0.6666666666666666,0.1111111111111111,0
1.0,0.25,0.44214876033057854,0.0,0.0,0.5658494868871151,0.47000000000000003,0.5658953722334005,0.24812030075187963,0.15789473684210525,0.5,0.0,1
0.0,0.3125,0.26859504132231404,0.0,1.0,0.6539338654503991,0.4,0.653923541247485,0.5789473684210525,0.05263157894736842,0.5,0.2222222222222222,0
0.0,0.21875,0.3842975206611571,0.0,0.0,0.4960091220068415,0.395,0.49597585513078474,0.39097744360902253,0.05263157894736842,0.5,0.1111111111111111,0
1.0,0.28125,0.3760330578512397,1.0,0.0,0.7534207525655644,0.4650000000000001,0.7533534540576795,0.23308270676691734,0.2631578947368421,0.5,0.0,0
1.0,0.1875,0.4504132231404959,0.0,1.0,0.6736031927023944,0.485,0.6735412474849095,0.3007518796992481,0.3157894736842105,0.5,0.1111111111111111,0
0.0,0.421875,0.3842975206611571,1.0,1.0,0.5618586088939566,0.47500000000000003,0.5618712273641852,0.4586466165413533,0.2631578947368421,0.5,0.4444444444444444,0
1.0,0.609375,0.2644628099173554,0.0,1.0,0.8047320410490307,0.6000000000000001,0.8046613011401744,0.3834586466165414,0.21052631578947367,0.6666666666666666,0.1111111111111111,0
0.0,0.234375,0.6652892561983471,0.0,1.0,0.5122576966932725,0.4650000000000001,0.5122401073105299,0.4736842105263158,0.42105263157894735,0.5,0.1111111111111111,1
0.0,0.234375,0.0371900826446281,0.0,0.0,0.5305017103762827,0.5700000000000001,0.5305164319248826,0.11278195488721804,0.3157894736842105,0.6666666666666666,0.2222222222222222,0
0.0,0.296875,0.5247933884297521,0.0,0.0,0.2944697833523375,0.32000000000000006,0.2944332662642522,0.3984962406015037,0.3684210526315789,0.3333333333333333,0.0,0
1.0,0.234375,0.6404958677685951,1.0,0.0,0.7896237172177879,0.41500000000000004,0.7895707578806171,0.40601503759398494,0.15789473684210525,0.5,0.1111111111111111,0
1.0,0.1875,0.4090909090909091,0.0,1.0,0.6154503990877993,0.58,0.6153588195841718,0.8646616541353384,0.21052631578947367,0.6666666666666666,0.1111111111111111,0
1.0,0.265625,0.25619834710743805,0.0,0.0,0.23660205245153934,0.65,0.23658618376928237,0.3533834586466166,0.15789473684210525,0.6666666666666666,0.0,0
0.0,0.34375,0.487603305785124,0.0,1.0,0.459806157354618,0.33,0.45975855130784715,0.37593984962406013,0.42105263157894735,0.3333333333333333,0.1111111111111111,0
0.0,0.234375,0.4380165289256199,1.0,0.0,0.5541619156214367,0.5599999999999999,0.5541582830315225,0.3834586466165414,0.3684210526315789,0.6666666666666666,0.2222222222222222,0
1.0,0.28125,0.4545454545454546,0.0,0.0,0.49258836944127704,0.395,0.4926224010731053,0.46616541353383456,0.15789473684210525,0.5,0.4444444444444444,1
0.0,0.75,0.21487603305785125,0.0,0.0,0.5846636259977195,0.535,0.5846747149564051,0.7518796992481201,0.10526315789473684,0.5,0.3333333333333333,0
0.0,0.0625,0.40082644628099173,0.0,1.0,0.18415051311288483,0.0,0.1841046277665996,0.3157894736842105,0.0,0.0,0.2222222222222222,0
0.0,0.203125,0.27272727272727276,0.0,0.0,0.48945267958950966,0.5950000000000001,0.48943661971830993,0.5187969924812029,0.21052631578947367,0.6666666666666666,0.2222222222222222,0
1.0,0.1875,0.45867768595041325,0.0,0.0,0.48603192702394526,0.5599999999999999,0.4860831656606305,0.36842105263157887,0.3157894736842105,0.6666666666666666,0.0,0
0.0,0.09375,0.3842975206611571,0.0,0.0,0.5182440136830102,0.45999999999999996,0.5182763246143528,0.4135338345864662,0.10526315789473684,0.5,0.4444444444444444,0
0.0,0.203125,0.5206611570247934,0.0,0.0,0.3979475484606613,0.44000000000000006,0.397887323943662,0.3458646616541353,0.21052631578947367,0.5,0.2222222222222222,0
1.0,0.328125,0.6611570247933884,0.0,0.0,0.20752565564424172,0.5900000000000001,0.20757880617035548,0.36842105263157887,0.10526315789473684,0.6666666666666666,0.2222222222222222,0
1.0,0.390625,0.2851239669421488,0.0,0.0,0.3839794754846066,0.38,0.3839704896042924,0.5338345864661654,0.3157894736842105,0.5,0.3333333333333333,0
0.0,0.234375,0.24793388429752067,0.0,1.0,0.822976054732041,0.43,0.8229376257545272,0.05263157894736842,0.15789473684210525,0.5,0.0,0
0.0,0.34375,0.6487603305785125,0.0,0.0,0.5014253135689852,0.55,0.5013413816230717,0.42105263157894735,0.3157894736842105,0.5,0.1111111111111111,0
0.0,0.46875,0.44214876033057854,0.0,0.0,0.2936145952109464,0.395,0.29359490274983235,0.3533834586466166,0.15789473684210525,0.5,0.1111111111111111,0
1.0,0.40625,0.3760330578512397,0.0,1.0,0.40364880273660203,0.51,0.403588195841717,0.3984962406015037,0.5789473684210527,0.5,0.0,0
0.0,0.40625,0.48347107438016534,0.0,1.0,0.7306157354618016,0.585,0.7305499664654594,0.6616541353383458,0.05263157894736842,0.6666666666666666,0.1111111111111111,0
1.0,0.15625,0.43388429752066116,0.0,1.0,0.23261117445838084,0.49500000000000005,0.23256203890006708,0.5338345864661654,0.21052631578947367,0.5,0.1111111111111111,0
1.0,0.125,0.7892561983471075,0.0,0.0,0.6316989737742302,0.635,0.6316230717639169,0.30827067669172925,0.3157894736842105,0.6666666666666666,0.4444444444444444,0
1.0,0.484375,0.15289256198347106,0.0,0.0,0.39281641961231467,0.7050000000000001,0.3928571428571429,0.26315789473684215,0.15789473684210525,0.6666666666666666,0.2222222222222222,0
1.0,0.140625,0.5578512396694215,0.0,0.0,0.7194982896237172,0.535,0.7194835680751174,0.5112781954887218,0.15789473684210525,0.5,0.2222222222222222,0
0.0,0.171875,0.42148760330578516,0.0,0.0,0.42930444697833525,0.52,0.4292421193829645,0.46616541353383456,0.42105263157894735,0.5,0.8888888888888888,1
0.0,0.328125,0.47520661157024796,0.0,1.0,0.5712656784492589,0.41500000000000004,0.5712608987256875,0.43609022556390975,0.21052631578947367,0.5,0.1111111111111111,0
1.0,0.25,0.19834710743801653,0.0,1.0,0.6111744583808438,0.4,0.6111670020120725,0.4887218045112781,0.6842105263157894,0.5,0.3333333333333333,0
0.0,0.125,0.48347107438016534,0.0,0.0,0.5342075256556442,0.61,0.53420523138833,0.4135338345864662,0.3157894736842105,0.6666666666666666,0.1111111111111111,0
0.0,0.28125,0.16115702479338845,0.0,1.0,0.4221778791334093,0.31000000000000005,0.4221998658618377,0.45112781954887216,0.2631578947368421,0.3333333333333333,0.2222222222222222,0
0.0,0.296875,0.5330578512396694,0.0,0.0,0.34350057012542756,0.7150000000000001,0.34356136820925554,0.4887218045112781,0.10526315789473684,0.6666666666666666,0.1111111111111111,0
1.0,0.359375,0.1487603305785124,0.0,0.0,0.5687001140250855,0.405,0.5687458081824279,0.6090225563909774,0.21052631578947367,0.5,0.2222222222222222,0
0.0,0.15625,0.45867768595041325,1.0,0.0,0.4615165336374002,0.535,0.4614352783366868,0.6917293233082705,0.21052631578947367,0.5,0.1111111111111111,0
1.0,0.265625,0.5123966942148761,0.0,0.0,0.3611744583808438,0.7200000000000001,0.36116700201207247,0.5263157894736842,0.3684210526315789,0.6666666666666666,0.2222222222222222,0
0.0,0.390625,0.03305785123966942,0.0,1.0,0.5524515393386544,0.665,0.5524815560026829,0.45112781954887216,0.10526315789473684,0.6666666666666666,0.1111111111111111,0
